customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,tech_support,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
C03981,Male,0,No,No,13,Yes,No phone service,DSL,No,No internet service,Two year,No,Bank transfer (automatic),30.37,6307.77,No
C03982,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.01,5175.57,No
C03983,Female,0,Yes,Yes,41,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.55,8446.03,No
C03984,Female,0,Yes,No,64,Yes,Yes,DSL,No,Yes,One year,No,Bank transfer (automatic),62.79,3700.57,No
C03985,Female,0,Yes,No,46,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.65,2662.73,No
C03986,Female,1,No,Yes,34,Yes,No,DSL,Yes,Yes,Month-to-month,No,Electronic check,40.74,1724.55,Yes
C03987,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,110.36,4291.06,No
C03988,Male,0,Yes,Yes,54,No,No phone service,DSL,Yes,No,Two year,Yes,Bank transfer (automatic),48.18,7248.73,No
C03989,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,39.78,8049.73,No
C03990,Female,0,Yes,Yes,50,Yes,No phone service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),70.54,8262.97,No
C03991,Male,0,Yes,No,58,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.05,4525.15,Yes
C03992,Female,0,Yes,Yes,71,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),86.67,5151.82,No
C03993,Male,0,No,No,13,Yes,No phone service,Fiber optic,No,No internet service,Two year,No,Mailed check,69.51,4950.62,Yes
C03994,Female,1,No,No,17,Yes,Yes,No,No,No,Two year,Yes,Mailed check,32.78,3970.38,No
C03995,Female,0,Yes,No,54,Yes,No phone service,No,Yes,Yes,One year,No,Mailed check,24.72,1309.3,No
C03996,Female,0,Yes,No,55,Yes,No phone service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),31.7,573.22,No
C03997,Female,0,No,No,48,No,No,No,Yes,No,Two year,No,Mailed check,31.66,3721.56,No
C03998,Female,0,Yes,No,59,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,49.29,1597.07,No
C03999,Female,0,No,No,52,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),101.33,7538.58,No
C04000,Female,0,Yes,Yes,70,Yes,No,DSL,No,No internet service,Month-to-month,No,Bank transfer (automatic),23.73,6478.74,No
C04001,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No internet service,No,Two year,Yes,Electronic check,30.81,5263.33,Yes
C04002,Male,0,No,No,69,Yes,Yes,DSL,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.29,420.15,No
C04003,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,73.33,5295.89,Yes
C04004,Female,0,No,No,14,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.29,5285.91,Yes
C04005,Female,0,No,No,25,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),110.12,3743.39,No
C04006,Female,0,No,No,38,Yes,Yes,DSL,No,No internet service,Two year,No,Mailed check,59.21,5597.06,No
C04007,Female,1,Yes,No,2,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Credit card (automatic),28.58,7294.83,No
C04008,Female,1,Yes,No,56,Yes,No,No,No,No,One year,No,Bank transfer (automatic),39.35,6447.24,No
C04009,Female,0,No,No,9,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),46.72,4033.67,Yes
C04010,Female,0,No,No,2,Yes,No,DSL,Yes,Yes,Two year,Yes,Electronic check,96.61,2242.7,No
C04011,Male,0,Yes,No,45,Yes,No,DSL,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),86.66,4071.02,No
C04012,Female,1,Yes,Yes,21,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.9,8041.72,No
C04013,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card (automatic),101.87,6973.13,No
C04014,Male,0,No,Yes,64,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,103.92,247.35,No
C04015,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),106.24,6659.09,No
C04016,Female,1,No,No,61,Yes,No phone service,DSL,No,No,Two year,No,Mailed check,45.5,1464.67,No
C04017,Male,0,Yes,Yes,56,Yes,No phone service,DSL,Yes,Yes,Month-to-month,No,Credit card (automatic),31.37,4862.17,No
C04018,Male,1,Yes,No,12,No,No phone service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),28.4,6858.88,Yes
C04019,Female,0,No,Yes,15,Yes,No phone service,No,No internet service,Yes,One year,Yes,Credit card (automatic),58.01,4778.85,No
C04020,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,60.93,3443.55,Yes
C04021,Male,0,Yes,Yes,51,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),104.82,2742.99,Yes
C04022,Female,0,Yes,No,40,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),44.78,2605.86,No
C04023,Female,0,No,Yes,47,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),80.69,7121.06,No
C04024,Female,0,Yes,No,38,Yes,No phone service,DSL,Yes,No internet service,Two year,No,Electronic check,96.82,7016.08,No
C04025,Male,1,No,No,12,Yes,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer (automatic),44.92,7001.88,No
C04026,Male,0,Yes,No,3,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,44.71,2416.11,No
C04027,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,One year,No,Bank transfer (automatic),84.92,6794.42,No
C04028,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,One year,No,Credit card (automatic),90.61,328.74,No
C04029,Female,1,Yes,Yes,46,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.98,1769.16,No
C04030,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No internet service,Yes,Two year,No,Electronic check,102.99,4382.01,No
C04031,Male,1,No,No,24,Yes,No,No,No,Yes,Two year,Yes,Electronic check,100.21,3468.02,No
C04032,Male,1,No,No,40,No,No phone service,DSL,No,No internet service,Two year,No,Credit card (automatic),87.23,967.04,No
C04033,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No internet service,One year,Yes,Mailed check,29.85,371.87,No
C04034,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),98.92,5201.95,No
C04035,Male,0,No,No,17,Yes,Yes,DSL,No,No,One year,Yes,Credit card (automatic),111.53,2676.95,No
C04036,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,57.07,153.39,No
C04037,Female,1,No,No,42,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,49.37,3672.85,No
C04038,Female,0,No,No,33,Yes,No,Fiber optic,No,No internet service,Month-to-month,Yes,Mailed check,70.25,2620.0,Yes
C04039,Male,0,No,Yes,54,No,No,Fiber optic,No internet service,No internet service,One year,No,Mailed check,113.65,4908.78,Yes
C04040,Female,0,No,Yes,51,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,23.08,7904.68,No
C04041,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,88.89,2629.32,No
C04042,Male,1,No,No,53,Yes,No phone service,DSL,No,No internet service,One year,No,Mailed check,99.47,8475.71,No
C04043,Female,0,Yes,Yes,58,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),96.87,747.83,No
C04044,Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,74.68,766.78,No
C04045,Male,0,No,No,18,Yes,No,DSL,No internet service,No,One year,No,Electronic check,110.06,6065.33,No
C04046,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,31.45,6367.9,No
C04047,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),42.52,3604.79,No
C04048,Female,0,Yes,No,47,Yes,No,Fiber optic,No internet service,Yes,Two year,No,Bank transfer (automatic),48.7,2444.26,No
C04049,Female,0,No,Yes,15,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,18.87,6752.73,No
C04050,Female,0,No,No,70,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),55.07,8128.82,No
C04051,Female,0,Yes,No,46,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Mailed check,34.07,8414.35,No
C04052,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,90.46,5399.44,Yes
C04053,Male,0,No,No,30,No,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,59.5,6295.65,No
C04054,Female,0,No,Yes,7,Yes,Yes,No,No,No,Two year,No,Electronic check,88.45,6992.3,No
C04055,Male,0,No,No,60,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),47.37,6794.01,No
C04056,Female,0,Yes,No,43,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,31.19,8443.95,No
C04057,Male,0,Yes,No,49,Yes,Yes,DSL,No,No internet service,Month-to-month,No,Bank transfer (automatic),31.2,6892.08,No
C04058,Male,0,Yes,No,34,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.33,5637.94,Yes
C04059,Male,1,No,No,60,Yes,Yes,No,Yes,No,One year,No,Mailed check,29.52,3209.06,No
C04060,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,40.05,5090.12,No
C04061,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,75.9,7485.21,Yes
C04062,Female,0,No,No,13,Yes,No,DSL,No internet service,No,Two year,No,Electronic check,43.63,2609.08,No
C04063,Male,0,No,No,3,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.29,277.99,Yes
C04064,Male,0,Yes,No,16,Yes,No,DSL,No,No,One year,Yes,Electronic check,23.27,2793.16,No
C04065,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card (automatic),107.22,8162.67,No
C04066,Male,0,Yes,No,23,Yes,No phone service,DSL,No internet service,No,One year,No,Mailed check,31.82,6753.28,No
C04067,Male,0,Yes,No,48,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,52.87,1605.32,No
C04068,Female,0,No,No,54,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,55.95,119.79,Yes
C04069,Female,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,95.21,5693.47,No
C04070,Male,0,Yes,No,22,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),66.35,4929.15,No
C04071,Male,0,Yes,Yes,11,Yes,No phone service,DSL,No,No internet service,One year,Yes,Credit card (automatic),56.3,721.85,No
C04072,Male,0,Yes,No,10,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),87.59,8211.58,No
C04073,Male,1,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.7,5258.12,No
C04074,Female,0,Yes,Yes,61,No,No,DSL,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),25.81,5544.2,No
C04075,Male,0,Yes,No,52,Yes,No,Fiber optic,No internet service,No,Two year,Yes,Credit card (automatic),49.27,7258.22,No
C04076,Female,1,Yes,No,47,Yes,No phone service,No,Yes,Yes,Month-to-month,Yes,Mailed check,115.86,2876.97,No
C04077,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,66.33,4753.1,No
C04078,Female,0,Yes,No,47,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.42,4905.23,No
C04079,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),32.99,8223.11,No
C04080,Male,1,Yes,Yes,70,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,101.91,1133.27,Yes
C04081,Female,1,No,No,56,Yes,No phone service,No,No,No internet service,Month-to-month,Yes,Electronic check,31.33,6455.1,No
C04082,Male,0,No,No,2,Yes,No,DSL,No internet service,No,Month-to-month,No,Credit card (automatic),28.51,4896.43,No
C04083,Male,0,Yes,Yes,31,No,Yes,Fiber optic,No internet service,Yes,Two year,No,Electronic check,61.9,7188.5,No
C04084,Male,0,Yes,Yes,7,No,Yes,DSL,Yes,No,Two year,Yes,Bank transfer (automatic),61.66,7074.61,No
C04085,Female,0,No,No,29,Yes,No phone service,No,Yes,No,One year,No,Bank transfer (automatic),116.15,120.04,Yes
C04086,Male,0,No,No,14,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),30.75,2193.25,No
C04087,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,One year,No,Mailed check,66.38,1551.69,No
C04088,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),38.12,3934.23,Yes
C04089,Female,0,No,No,14,No,No phone service,No,Yes,No internet service,Two year,Yes,Electronic check,88.18,7696.65,No
C04090,Female,0,Yes,No,29,Yes,No phone service,No,No,No internet service,Month-to-month,No,Credit card (automatic),57.17,60.46,Yes
C04091,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,One year,No,Electronic check,82.85,4158.84,No
C04092,Male,0,Yes,No,63,Yes,No phone service,DSL,No internet service,Yes,One year,No,Mailed check,51.84,7522.82,No
C04093,Male,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,One year,Yes,Electronic check,74.45,7874.13,No
C04094,Female,0,No,No,66,Yes,No,Fiber optic,No internet service,Yes,Two year,Yes,Electronic check,64.91,5593.21,No
C04095,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,55.44,7055.96,Yes
C04096,Male,0,No,No,30,Yes,No,Fiber optic,No,No internet service,One year,Yes,Electronic check,71.75,2766.75,No
C04097,Female,0,No,No,39,No,Yes,Fiber optic,No,Yes,One year,No,Mailed check,56.38,2443.51,No
C04098,Female,1,No,No,45,Yes,No phone service,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.6,434.63,No
C04099,Female,0,Yes,No,41,No,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,67.52,4286.16,No
C04100,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,Two year,No,Credit card (automatic),108.31,3884.37,Yes
C04101,Female,0,Yes,No,35,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Credit card (automatic),40.28,3172.59,Yes
C04102,Male,0,Yes,Yes,49,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,29.21,979.3,No
C04103,Female,0,Yes,No,60,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.1,1975.33,No
C04104,Male,0,No,No,39,Yes,No phone service,Fiber optic,No,No,One year,No,Mailed check,36.37,1745.58,No
C04105,Male,0,No,Yes,2,Yes,No phone service,No,No,Yes,Two year,No,Electronic check,57.31,8024.74,No
C04106,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),38.74,8215.52,Yes
C04107,Female,0,No,Yes,30,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.82,47.02,Yes
C04108,Female,1,No,No,64,No,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),74.79,1464.59,No
C04109,Male,0,Yes,Yes,63,Yes,No,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,67.76,7556.64,No
C04110,Female,1,Yes,No,2,Yes,Yes,DSL,No internet service,No,Two year,No,Mailed check,96.77,343.2,No
C04111,Female,0,Yes,No,34,Yes,No phone service,DSL,No,No,Month-to-month,No,Bank transfer (automatic),31.04,8020.36,Yes
C04112,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,103.7,3241.71,No
C04113,Female,0,No,No,20,Yes,No,DSL,No,Yes,One year,No,Credit card (automatic),66.33,4587.13,No
C04114,Female,0,No,Yes,61,Yes,No phone service,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,31.64,6496.72,No
C04115,Male,0,No,No,27,Yes,Yes,DSL,No internet service,Yes,One year,Yes,Electronic check,99.94,2086.8,Yes
C04116,Male,0,Yes,No,3,Yes,Yes,DSL,No internet service,No,Two year,Yes,Electronic check,64.08,871.92,No
C04117,Male,0,No,Yes,12,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.46,6887.98,No
C04118,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,107.36,8369.6,No
C04119,Female,0,No,Yes,47,Yes,No phone service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),107.07,5605.76,No
C04120,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,Month-to-month,No,Electronic check,107.28,7017.55,Yes
C04121,Male,0,No,No,66,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),59.69,8002.21,No
C04122,Female,0,No,No,57,Yes,Yes,DSL,No,No internet service,Two year,No,Mailed check,92.96,1956.81,No
C04123,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,41.33,2990.14,No
C04124,Female,0,Yes,No,24,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,101.12,1875.78,No
C04125,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Bank transfer (automatic),52.17,542.05,No
C04126,Female,0,Yes,No,0,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card (automatic),64.39,6229.16,No
C04127,Male,0,No,Yes,47,No,No phone service,No,No,No,One year,Yes,Bank transfer (automatic),107.14,1253.47,No
C04128,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),98.57,804.36,Yes
C04129,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,113.25,3051.46,Yes
C04130,Male,0,No,Yes,29,Yes,No,DSL,Yes,Yes,One year,Yes,Mailed check,54.35,531.64,No
C04131,Male,0,No,No,34,Yes,No phone service,DSL,No internet service,No,Month-to-month,Yes,Credit card (automatic),33.11,1541.01,No
C04132,Female,0,Yes,No,18,Yes,No,DSL,Yes,Yes,One year,No,Credit card (automatic),109.04,611.24,No
C04133,Female,0,No,No,52,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,67.32,7459.07,No
C04134,Male,0,No,No,33,Yes,No phone service,No,Yes,No,Month-to-month,No,Credit card (automatic),106.94,6631.71,No
C04135,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,One year,Yes,Credit card (automatic),91.21,7308.4,No
C04136,Female,1,No,No,5,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),105.48,7383.18,No
C04137,Female,0,Yes,Yes,12,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.47,8029.33,No
C04138,Male,0,Yes,No,63,No,No,DSL,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),99.24,1601.2,No
C04139,Female,0,Yes,No,6,Yes,No,DSL,No internet service,No,One year,Yes,Mailed check,30.03,7651.88,No
C04140,Female,0,No,No,44,Yes,No phone service,DSL,No,No internet service,One year,Yes,Bank transfer (automatic),114.83,4471.38,No
C04141,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,One year,Yes,Mailed check,36.1,1427.97,No
C04142,Female,0,Yes,No,64,Yes,No phone service,No,No,No internet service,One year,Yes,Credit card (automatic),20.45,5580.27,No
C04143,Male,1,Yes,No,18,Yes,No phone service,DSL,Yes,No internet service,Two year,Yes,Electronic check,71.08,2791.62,No
C04144,Female,0,No,No,46,No,No phone service,Fiber optic,No,Yes,Month-to-month,No,Mailed check,89.19,412.15,No
C04145,Female,0,Yes,No,45,Yes,No phone service,No,Yes,Yes,One year,Yes,Electronic check,89.64,685.09,No
C04146,Male,1,Yes,No,28,Yes,No phone service,No,No,No,One year,No,Electronic check,51.92,3611.96,No
C04147,Male,1,No,Yes,60,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),93.38,7028.23,No
C04148,Female,0,No,Yes,64,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Mailed check,102.26,2656.14,No
C04149,Female,1,No,Yes,22,Yes,No phone service,DSL,Yes,No,One year,No,Bank transfer (automatic),79.0,6516.28,No
C04150,Female,0,No,No,50,Yes,No,No,No,Yes,One year,No,Credit card (automatic),56.6,490.82,No
C04151,Female,1,No,No,62,Yes,No phone service,No,Yes,Yes,One year,Yes,Credit card (automatic),79.36,3357.64,No
C04152,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Mailed check,104.22,1098.95,Yes
C04153,Male,0,Yes,Yes,70,Yes,No phone service,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,108.05,7342.62,No
C04154,Male,0,Yes,No,32,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),21.15,8228.05,No
C04155,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,30.24,2779.87,No
C04156,Female,0,No,No,6,Yes,No phone service,No,No,No,One year,No,Bank transfer (automatic),18.45,8405.53,No
C04157,Female,0,Yes,No,1,Yes,No,Fiber optic,No internet service,No,One year,No,Bank transfer (automatic),67.24,6399.07,No
C04158,Female,0,No,No,16,No,No phone service,No,No internet service,No internet service,Month-to-month,No,Mailed check,61.64,28.47,Yes
C04159,Male,0,No,Yes,64,Yes,No,DSL,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),72.58,4134.08,No
C04160,Male,0,Yes,Yes,57,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Mailed check,86.36,7092.84,No
C04161,Female,0,No,Yes,29,Yes,No phone service,DSL,Yes,Yes,Two year,No,Bank transfer (automatic),54.58,4546.33,No
C04162,Male,0,No,No,25,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),38.86,4682.77,Yes
C04163,Female,0,Yes,Yes,34,Yes,No,DSL,No internet service,No,One year,No,Electronic check,57.48,3815.39,No
C04164,Female,1,Yes,No,62,Yes,No phone service,Fiber optic,No,No internet service,Two year,Yes,Bank transfer (automatic),18.9,3368.72,Yes
C04165,Male,0,Yes,No,70,Yes,Yes,DSL,No internet service,No,Two year,Yes,Mailed check,100.94,250.38,No
C04166,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Bank transfer (automatic),56.37,5291.54,Yes
C04167,Female,0,Yes,No,24,Yes,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),80.28,6521.37,No
C04168,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Credit card (automatic),50.47,6720.29,No
C04169,Female,0,No,No,30,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,79.48,5316.16,Yes
C04170,Female,0,No,No,53,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.04,2912.71,Yes
C04171,Male,0,No,Yes,66,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,38.86,209.78,No
C04172,Female,0,No,No,50,Yes,No,DSL,No,No internet service,Month-to-month,No,Credit card (automatic),80.53,7616.0,Yes
C04173,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,28.96,3657.17,No
C04174,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,66.11,5117.17,Yes
C04175,Male,1,No,No,58,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card (automatic),89.99,1668.22,No
C04176,Male,0,No,No,20,Yes,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,72.91,1222.07,No
C04177,Male,0,No,No,55,Yes,No,Fiber optic,No,No internet service,Two year,Yes,Mailed check,92.63,754.39,No
C04178,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,45.32,6793.13,No
C04179,Male,0,Yes,Yes,63,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,22.88,5501.28,No
C04180,Male,0,No,Yes,18,Yes,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,23.6,5286.67,Yes
C04181,Male,0,No,No,52,Yes,Yes,DSL,No,No internet service,Two year,Yes,Bank transfer (automatic),44.87,7816.33,No
C04182,Male,1,No,No,70,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),58.77,1364.2,Yes
C04183,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,Two year,No,Bank transfer (automatic),71.75,1462.22,No
C04184,Female,0,No,No,61,Yes,Yes,Fiber optic,No internet service,Yes,One year,Yes,Electronic check,93.77,1625.08,No
C04185,Female,0,No,No,71,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,101.96,3609.02,No
C04186,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,87.37,7433.15,Yes
C04187,Female,0,No,No,1,Yes,No,DSL,No internet service,No internet service,One year,No,Mailed check,64.32,7494.66,No
C04188,Female,0,Yes,Yes,5,No,Yes,DSL,No internet service,No,Month-to-month,Yes,Mailed check,44.45,5027.37,No
C04189,Female,0,Yes,No,28,No,No,Fiber optic,No internet service,No,Two year,Yes,Electronic check,60.78,5600.37,No
C04190,Female,0,No,No,40,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.34,7632.82,Yes
C04191,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Bank transfer (automatic),80.45,5312.63,No
C04192,Female,0,No,No,4,Yes,No phone service,Fiber optic,Yes,Yes,One year,Yes,Bank transfer (automatic),99.82,1967.16,No
C04193,Male,0,Yes,No,40,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),69.82,5997.08,No
C04194,Male,0,No,Yes,61,Yes,No phone service,No,Yes,No,Month-to-month,No,Credit card (automatic),22.58,6548.21,No
C04195,Female,0,No,Yes,29,No,No,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),111.97,5406.99,No
C04196,Male,0,No,Yes,61,Yes,No phone service,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer (automatic),47.43,2338.42,No
C04197,Male,0,Yes,No,26,Yes,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,109.45,3410.1,No
C04198,Male,0,Yes,No,49,Yes,No phone service,No,No internet service,Yes,One year,Yes,Mailed check,99.31,4009.56,No
C04199,Male,0,No,No,51,Yes,No phone service,DSL,No,No,One year,Yes,Mailed check,59.31,1250.42,No
C04200,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,23.67,3853.76,No
C04201,Female,0,No,No,61,Yes,No phone service,No,No internet service,Yes,Two year,No,Credit card (automatic),112.77,1385.28,No
